8.520108461380004883e-02,-5.134769901633262634e-02,-2.250839918851852417e-01,-9.743393659591674805e-01,-1.533980816602706909e-01
8.599982410669326782e-02,6.846360117197036743e-02,-2.265783399343490601e-01,-9.739929437637329102e-01,1.533980816602706909e-01
8.491581678390502930e-02,-1.597484052181243896e-01,-2.011046409606933594e-01,-9.795697927474975586e-01,-9.203884601593017578e-01
6.289336085319519043e-02,-5.077716708183288574e-01,-9.801709651947021484e-02,-9.951847195625305176e-01,-2.147572994232177734e+00
4.457934573292732239e-02,-6.618148088455200195e-01,-2.147405408322811127e-02,-9.997693896293640137e-01,-2.607767343521118164e+00
-4.543287213891744614e-03,-9.185532927513122559e-01,1.724730134010314941e-01,-9.850142598152160645e-01,-3.528155803680419922e+00
-3.403968736529350281e-02,-1.009838104248046875e+00,2.755718231201171875e-01,-9.612804651260375977e-01,-3.528155803680419922e+00
-1.027315035462379456e-01,-1.226639509201049805e+00,4.741001129150390625e-01,-8.804709315299987793e-01,-3.528155803680419922e+00
-1.416416466236114502e-01,-1.317924261093139648e+00,5.619310736656188965e-01,-8.271840810775756836e-01,-3.374757766723632812e+00
-2.281339913606643677e-01,-1.511904478073120117e+00,6.994733214378356934e-01,-7.146587371826171875e-01,-2.761165380477905273e+00
-2.741757631301879883e-01,-1.557546854019165039e+00,7.481193542480468750e-01,-6.635642051696777344e-01,-2.300971269607543945e+00
-3.736762106418609619e-01,-1.723000645637512207e+00,8.077527880668640137e-01,-5.895213484764099121e-01,-1.227184653282165527e+00
-4.274771809577941895e-01,-1.819990754127502441e+00,8.202260136604309082e-01,-5.720396041870117188e-01,-6.135923266410827637e-01
-5.239537954330444336e-01,-1.357861399650573730e+00,7.995372414588928223e-01,-6.006165742874145508e-01,1.533980846405029297e+00
-5.856851339340209961e-01,-8.044472932815551758e-01,6.806009411811828613e-01,-7.326543331146240234e-01,3.988350152969360352e+00
-6.041132807731628418e-01,-5.248876214027404785e-01,5.707806944847106934e-01,-8.211025595664978027e-01,5.062136650085449219e+00
-6.191182136535644531e-01,-5.705299973487854004e-02,2.250839918851852417e-01,-9.743393659591674805e-01,7.056311607360839844e+00
-6.168931126594543457e-01,1.369272023439407349e-01,1.533897127956151962e-03,-9.999988079071044922e-01,7.823301792144775391e+00
-5.972669124603271484e-01,4.450134038925170898e-01,-4.673332870006561279e-01,-8.840811848640441895e-01,8.283495903015136719e+00
-5.808926820755004883e-01,5.819405913352966309e-01,-6.692826747894287109e-01,-7.430078983306884766e-01,8.130098342895507812e+00
-5.397004485130310059e-01,7.359837293624877930e-01,-9.267874956130981445e-01,-3.755861222743988037e-01,6.902913570404052734e+00
