6.595326960086822510e-02,-1.255165934562683105e-01,-1.271349340677261353e-01,-9.918854236602783203e-01,0.000000000000000000e+00
5.676773563027381897e-02,-3.936657011508941650e-01,-1.438529640436172485e-01,-9.895990490913391113e-01,7.670000195503234863e-01
3.263431414961814880e-02,-7.302783727645874023e-01,-1.952476799488067627e-01,-9.807539582252502441e-01,1.534000039100646973e+00
5.933512002229690552e-03,-9.699010252952575684e-01,-2.550214231014251709e-01,-9.669353961944580078e-01,2.147599935531616211e+00
-2.812712825834751129e-02,-1.215228915214538574e+00,-3.283628821372985840e-01,-9.445516467094421387e-01,2.761199951171875000e+00
-8.478076010942459106e-02,-1.534725666046142578e+00,-4.401411414146423340e-01,-8.979285955429077148e-01,3.221400022506713867e+00
-1.356149762868881226e-01,-1.768643021583557129e+00,-5.286418795585632324e-01,-8.488449454307556152e-01,3.374799966812133789e+00
-1.934667229652404785e-01,-2.008265495300292969e+00,-6.141526103019714355e-01,-7.891872525215148926e-01,3.374799966812133789e+00
-2.582218647003173828e-01,-2.236477613449096680e+00,-6.940920948982238770e-01,-7.198862433433532715e-01,3.528199911117553711e+00
-3.535574376583099365e-01,-2.413341999053955078e+00,-7.808429002761840820e-01,-6.247274279594421387e-01,2.914599895477294922e+00
-4.242461025714874268e-01,-2.299235820770263672e+00,-8.220739364624023438e-01,-5.693807601928710938e-01,1.840800046920776367e+00
-4.884307384490966797e-01,-2.031086683273315430e+00,-8.408176302909851074e-01,-5.413185358047485352e-01,6.136000156402587891e-01
-5.586059093475341797e-01,-1.586073398590087891e+00,-8.289992213249206543e-01,-5.592497587203979492e-01,-1.227200031280517578e+00
-5.993417501449584961e-01,-1.243755340576171875e+00,-7.903339862823486328e-01,-6.126762032508850098e-01,-2.761199951171875000e+00
-6.298080682754516602e-01,-9.014374017715454102e-01,-7.190538048744201660e-01,-6.949543952941894531e-01,-4.141799926757812500e+00
-6.540555953979492188e-01,-4.278975129127502441e-01,-5.544317364692687988e-01,-8.322291970252990723e-01,-6.136000156402587891e+00
-6.597038507461547852e-01,-6.846360117197036743e-02,-3.657643496990203857e-01,-9.307075142860412598e-01,-7.670000076293945312e+00
-6.550254821777343750e-01,2.624438107013702393e-01,-1.195233538746833801e-01,-9.928314089775085449e-01,-8.897199630737304688e+00
-6.357415914535522461e-01,6.047617793083190918e-01,2.621255815029144287e-01,-9.650337696075439453e-01,-9.970999717712402344e+00
-6.132056713104248047e-01,8.215631842613220215e-01,5.400445461273193359e-01,-8.416364192962646484e-01,-1.027779960632324219e+01
-5.845650434494018555e-01,1.021248698234558105e+00,7.690094709396362305e-01,-6.392374038696289062e-01,-1.012440013885498047e+01
-5.503903031349182129e-01,1.198112964630126953e+00,9.220532774925231934e-01,-3.870629966259002686e-01,-9.664199829101562500e+00
-4.994419515132904053e-01,1.203818321228027344e+00,9.992594122886657715e-01,-3.847869113087654114e-02,-8.437000274658203125e+00
-4.682339727878570557e-01,9.756063222885131836e-01,9.805115461349487305e-01,1.964614987373352051e-01,-7.516600131988525391e+00
